se2,se4,se5,se9,se3a,q8,q9,q12,q13,q6,q93,q130,q5,q38,q40,q108,q110,q124,q126,q128,q32,q48,q49,q94,q103,q104,country
2.0,1.0,10.0,4.0,38.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,Taiwan
2.0,2.0,7.0,2.0,49.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,Taiwan
2.0,2.0,9.0,3.0,48.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,Taiwan
2.0,6.0,7.0,1.0,50.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,Taiwan
2.0,1.0,9.0,4.0,34.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,Taiwan
1.0,2.0,7.0,3.0,38.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,Taiwan
1.0,1.0,7.0,1.0,31.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,Taiwan
1.0,1.0,7.0,2.0,52.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,Taiwan
1.0,2.0,9.0,3.0,57.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,Taiwan
2.0,2.0,7.0,2.0,49.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,Taiwan
2.0,2.0,3.0,1.0,49.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,Taiwan
2.0,2.0,9.0,5.0,37.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,Taiwan
2.0,2.0,7.0,99.0,46.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,Taiwan
1.0,2.0,7.0,2.0,47.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Taiwan
1.0,2.0,9.0,4.0,28.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,Taiwan
2.0,2.0,7.0,5.0,53.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,Taiwan
1.0,1.0,9.0,5.0,27.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,Taiwan
2.0,2.0,7.0,2.0,40.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,Taiwan
1.0,2.0,10.0,2.0,57.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,Taiwan
2.0,2.0,9.0,2.0,67.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,Taiwan
1.0,2.0,3.0,1.0,85.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,Taiwan
1.0,1.0,9.0,2.0,26.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,Taiwan
1.0,2.0,7.0,4.0,50.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,Taiwan
1.0,2.0,3.0,1.0,63.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,Taiwan
2.0,2.0,7.0,3.0,70.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,Taiwan
1.0,2.0,7.0,1.0,47.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,Taiwan
1.0,2.0,7.0,1.0,81.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,Taiwan
1.0,2.0,3.0,1.0,55.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,Taiwan
2.0,1.0,9.0,99.0,25.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,Taiwan
1.0,2.0,7.0,1.0,39.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,Taiwan
1.0,2.0,3.0,1.0,55.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,Taiwan
2.0,2.0,7.0,1.0,35.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,Taiwan
1.0,1.0,7.0,2.0,22.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,Taiwan
1.0,2.0,3.0,3.0,55.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,Taiwan
1.0,2.0,9.0,4.0,43.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,Taiwan
1.0,1.0,7.0,2.0,25.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,Taiwan
1.0,2.0,2.0,1.0,73.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,Taiwan
1.0,2.0,7.0,4.0,47.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,Taiwan
2.0,2.0,7.0,3.0,57.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,Taiwan
2.0,2.0,7.0,3.0,27.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,Taiwan
2.0,1.0,9.0,4.0,23.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,Taiwan
2.0,2.0,7.0,3.0,46.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,Taiwan
1.0,2.0,6.0,3.0,28.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,Taiwan
2.0,2.0,3.0,2.0,44.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,Taiwan
2.0,2.0,7.0,2.0,28.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,Taiwan
1.0,2.0,7.0,1.0,42.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,Taiwan
1.0,1.0,9.0,2.0,23.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,Taiwan
1.0,1.0,7.0,1.0,33.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,Taiwan
1.0,1.0,7.0,2.0,25.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,Taiwan
2.0,2.0,7.0,5.0,28.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,Taiwan
1.0,2.0,6.0,1.0,48.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,Taiwan
2.0,1.0,9.0,5.0,26.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,Taiwan
1.0,1.0,7.0,99.0,30.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,Taiwan
1.0,2.0,7.0,3.0,42.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,Taiwan
1.0,2.0,6.0,1.0,53.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,Taiwan
1.0,1.0,9.0,4.0,25.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,Taiwan
1.0,1.0,7.0,4.0,28.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,Taiwan
1.0,2.0,7.0,2.0,54.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,Taiwan
2.0,2.0,7.0,2.0,44.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,Taiwan
2.0,2.0,3.0,4.0,49.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,Taiwan
2.0,4.0,7.0,1.0,46.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0,1.0,Taiwan
2.0,2.0,3.0,99.0,54.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,Taiwan
2.0,2.0,7.0,2.0,49.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,Taiwan
1.0,2.0,7.0,2.0,51.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,Taiwan
1.0,1.0,6.0,2.0,26.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,Taiwan
2.0,2.0,7.0,2.0,38.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,Taiwan
2.0,2.0,7.0,3.0,50.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,Taiwan
2.0,2.0,7.0,2.0,27.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,Taiwan
1.0,1.0,7.0,2.0,29.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,Taiwan
1.0,2.0,7.0,3.0,59.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,Taiwan
2.0,2.0,7.0,99.0,42.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,Taiwan
1.0,2.0,7.0,4.0,71.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,Taiwan
1.0,2.0,3.0,1.0,49.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,3.0,Taiwan
1.0,1.0,8.0,99.0,24.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,Taiwan
2.0,2.0,7.0,99.0,36.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,Taiwan
2.0,1.0,2.0,98.0,43.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,Taiwan
1.0,2.0,6.0,1.0,57.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,Taiwan
2.0,2.0,7.0,3.0,28.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,Taiwan
2.0,2.0,3.0,1.0,50.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,Taiwan
1.0,2.0,3.0,2.0,60.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,Taiwan
2.0,4.0,3.0,1.0,71.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,Taiwan
1.0,2.0,7.0,2.0,32.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,Taiwan
2.0,2.0,7.0,1.0,72.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,2.0,Taiwan
1.0,1.0,8.0,3.0,23.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,Taiwan
2.0,2.0,9.0,5.0,49.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,Taiwan
1.0,2.0,3.0,2.0,53.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,Taiwan
2.0,1.0,7.0,3.0,30.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,Taiwan
2.0,2.0,7.0,2.0,40.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,Taiwan
2.0,2.0,7.0,1.0,46.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,Taiwan
1.0,1.0,9.0,4.0,26.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,Taiwan
2.0,2.0,7.0,3.0,31.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,Taiwan
2.0,1.0,10.0,1.0,27.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,Taiwan
2.0,2.0,7.0,5.0,47.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,Taiwan
2.0,2.0,9.0,5.0,48.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,Taiwan
2.0,4.0,3.0,3.0,88.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,Taiwan
1.0,2.0,7.0,2.0,42.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,Taiwan
2.0,1.0,7.0,3.0,30.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,Taiwan
1.0,1.0,8.0,2.0,22.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,Taiwan
2.0,2.0,1.0,2.0,61.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,Taiwan
1.0,2.0,7.0,2.0,40.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,4.0,1.0,3.0,4.0,4.0,Taiwan
2.0,2.0,7.0,3.0,34.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,Taiwan
1.0,1.0,7.0,98.0,31.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,Taiwan
1.0,2.0,7.0,4.0,32.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,Taiwan
2.0,1.0,7.0,3.0,30.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,Taiwan
2.0,2.0,3.0,1.0,52.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,Taiwan
2.0,2.0,7.0,4.0,41.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,Taiwan
1.0,2.0,7.0,1.0,59.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,Taiwan
1.0,1.0,10.0,1.0,24.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,Taiwan
1.0,2.0,7.0,2.0,39.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,Taiwan
1.0,2.0,7.0,1.0,51.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,Taiwan
1.0,2.0,9.0,5.0,57.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,Taiwan
1.0,2.0,1.0,1.0,78.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,Taiwan
1.0,1.0,8.0,99.0,22.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,Taiwan
2.0,2.0,6.0,1.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,Taiwan
2.0,1.0,7.0,1.0,22.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,Taiwan
1.0,1.0,7.0,5.0,29.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,Taiwan
2.0,6.0,7.0,1.0,27.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,Taiwan
2.0,2.0,7.0,4.0,27.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,Taiwan
1.0,2.0,7.0,1.0,53.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,Taiwan
2.0,2.0,9.0,2.0,34.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,Taiwan
2.0,2.0,6.0,1.0,51.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,Taiwan
1.0,1.0,7.0,1.0,35.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,2.0,Taiwan
2.0,2.0,7.0,5.0,40.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,Taiwan
2.0,1.0,7.0,1.0,29.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,Taiwan
2.0,4.0,7.0,2.0,55.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,Taiwan
2.0,1.0,8.0,1.0,22.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,Taiwan
